id	parent	body	feedback	right	created_at	updated_at
2166	422	Azygos vein	{"blocks":[{"key":"7fnfj","text":"Azygos vein – This is the correct answer. The inferior part of the esophagus drains into the portal and systemic venous system via the left gastric and esophageal veins. The esophageal vein is a tributary of azygos vein (systemic venous system). The left gastric vein is a tributary of the portal system. These 2 tributaries will anastomose with each other to form a porto-caval anastomoses. When there is an increased blood pressure in the portal venous system, blood will be redirected into the esophageal tributary rather than going into the liver via the hepatic vein. Because of the tremendous amount of blood redirected to the esophageal tributary, the anastomoses will dilate and engorge, forming the esophageal varices","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8oouu","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ceiuv","text":"Takeaway The inferior third of the esophagus drains into the portal and systemic venous system via the left gastric and esophageal veins. The esophageal vein is a tributary of azygos vein (systemic venous system). The left gastric vein is a tributary of the portal system. These 2 tributaries will anastomose with each other to form a porto-caval anastomoses. When there is an increased blood pressure in the portal venous system, blood will be redirected into the esophageal tributary rather than going into the liver via the hepatic vein. Because of the tremendous amount of blood redirected to the esophageal tributary, the anastomoses will dilate and engorge, forming the esophageal varices. These esophageal varices may rupture and cause severe hemorrhage which is very fatal. Esophageal varices are seen in chronic alcoholic patients who have developed liver cirrhosis. The best diagnostic too l is esophagogastroduodenoscopy. Treatment is geared towards control of bleeding like balloon tamponade and endoscopically guided variceal ligation and sclerotherapy","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-05-26 19:53:55	2020-05-26 19:53:55
2167	422	Epigastric vein	{"blocks":[{"key":"3qm5n","text":"Epigastric vein - This is not the correct answer. This is a branch off the portal system which anastomoses with the paraumbilical vein. Engorgement of this vein would present as Caput Medusae - squiggly engorged veins superficially located around the umbilicus","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"es8h","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 19:53:55	2020-05-26 19:53:55
2168	422	Inferior vena cava	{"blocks":[{"key":"ak2af","text":"Inferior vena cava - This is not the correct answer. Inferior vena cava drains all venous blood that will not pass the liver. This vessel will bring back blood back to the right atrium","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":184,"style":"color-rgb(24,32,38)"},{"offset":0,"length":184,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":184,"style":"fontsize-14"},{"offset":0,"length":184,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"7k4m8","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"4vftj","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:53:55	2020-05-26 19:53:55
2169	422	Splenic vein	{"blocks":[{"key":"abt6c","text":"Splenic vein - This is not the correct answer. This is a tributary of the portal system that drains into the left gastroepiploic and short gastric veins. Portal HTN would cause engorgement of the splenic vein secondary to cirrhosis","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":231,"style":"color-rgb(24,32,38)"},{"offset":0,"length":231,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":231,"style":"fontsize-14"},{"offset":0,"length":231,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"9lr6h","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"ugco","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:53:55	2020-05-26 19:53:55
2170	422	Superior mesenteric vein	{"blocks":[{"key":"1lqmg","text":"Superior mesenteric vein - This is not the correct answer. Is a major tributary of the portal system however it does not anastomose with the left gastric vein  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":158,"style":"color-rgb(24,32,38)"},{"offset":0,"length":158,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":158,"style":"fontsize-14"},{"offset":0,"length":158,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:53:55	2020-05-26 19:53:55
2171	423	Complex hiatal hernia	{"blocks":[{"key":"5pg05","text":"Complex hiatal hernia - This is not the correct answer. Herniation of abdominal contents like the spleen, pancreas, colon, or omentum other than the cardia/fundus of the stomach. Usually due to a large defect in the phrenoesophageal membrane","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"eoi7p","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 19:56:49	2020-05-26 19:56:49
2172	423	Epigastric hernia	{"blocks":[{"key":"14lf2","text":"Epigastric hernia - This is not the correct answer. Caused by defects in the abdominal midline between the umbilicus and the xiphoid process leading to the herniation through the linea alba of the abdomen. Patient would present with a small uncomfortable lump between the umbilicus and the xiphoid. Incarceration of the bowel is rare however the peritoneal sac containing only omentum is more common","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":399,"style":"color-rgb(24,32,38)"},{"offset":0,"length":399,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":399,"style":"fontsize-14"},{"offset":0,"length":399,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"7dqg4","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}}],"entityMap":{}}	0	2020-05-26 19:56:49	2020-05-26 19:56:49
2173	423	Paraoesophageal hiatal hernia	{"blocks":[{"key":"6s540","text":"Paraoesophageal hiatal hernia - This is not the correct answer. A portion of the fundus herniates into the thoracic cavity along the side of the esophagus. The cardia remains in its anatomical position below the diaphragm","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":221,"style":"color-rgb(24,32,38)"},{"offset":0,"length":221,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":221,"style":"fontsize-14"},{"offset":0,"length":221,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"c383b","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"15id7","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:56:49	2020-05-26 19:56:49
2174	423	Mixed hiatal hernia	{"blocks":[{"key":"1ig1c","text":"Mixed hiatal hernia - This is not the correct answer. This is a combination of both the sliding and paraoesophageal hiatal hernias. The gastroesophageal junction and a portion of the gastric fundus prolapse through the hiatus  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":225,"style":"color-rgb(24,32,38)"},{"offset":0,"length":225,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":225,"style":"fontsize-14"},{"offset":0,"length":225,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:56:49	2020-05-26 19:56:49
2175	423	Sliding hiatal hernia	{"blocks":[{"key":"b533b","text":"Sliding hiatal hernia – This is the correct answer. This is the most common type of diaphragmatic hernias. The gastroesophageal junction and the cardia of the stomach slide up into the posterior mediastinum of the thorax while the gastric fundus remains below the diaphragmatic hiatus creating the “hourglass” presentation on imaging","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"f4poo","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2kh3j","text":"Takeaway: Sliding hiatal hernia is the most common type of hiatal hernia, wherein the gastroesophageal junction, cardia and parts of the fundus slide superiorly through the esophageal hiatus into the thorax. This usually happens when the patient bends over or lies down. These hernias most often are found in obese or elderly patients primarily due to weakening of the muscular part of the diaphragm and widening of the esophageal hiatus. The stomach contents regurgitate into the esophagus. Patient usually complains of “heartburn”, feeling of acid taste at the back of the mouth, difficulty of breathing and difficulty of swallowing. Diagnostics include chest x-ray, barium swallow, Endoscopy or CT Scan/MRI, manometry. Treatment: Proton pump inhibitors and H2 Blockers","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-05-26 19:56:49	2020-05-26 19:56:49
2176	424	Epithelial cells are columnar with apical microvilli	{"blocks":[{"key":"a01b1","text":"Epithelial cells are columnar with apical microvilli - This is not the correct answer. Apical microvilli are seen in cells with absorptive function as the simple columnar epithelium lining the small intestine, colon, and gall bladder","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 19:59:17	2020-05-26 19:59:17
2177	424	Epithelial cells are columnar with goblet cells	{"blocks":[{"key":"1sfd3","text":"Epithelial cells are columnar with goblet cells - This is not the correct answer. Columnar epithelium with goblet cells are seen in the intestine, not the esophagus","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":164,"style":"color-rgb(24,32,38)"},{"offset":0,"length":164,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":164,"style":"fontsize-14"},{"offset":0,"length":164,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"2dupd","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"f2ao9","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 19:59:17	2020-05-26 19:59:17
2178	424	Lamina propria with mucus glands	{"blocks":[{"key":"c75ma","text":"Lamina propria with mucus glands - This is not the correct answer. Mucosa of the esophagus contains esophageal cardiac glands in the lower end of the esophagus (not in the middle part). Esophageal cardiac glands secrete mucus to protect the esophagus from regurgitated gastric contents  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":285,"style":"color-rgb(24,32,38)"},{"offset":0,"length":285,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":285,"style":"fontsize-14"},{"offset":0,"length":285,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 19:59:17	2020-05-26 19:59:17
2179	424	Superficial epithelial cells are flattened	{"blocks":[{"key":"4qj3d","text":"Superficial epithelial cells are flattened - This is the correct answer. Esophagus is lined with non-keratinized stratified squamous epithelium where the superficial cells are squamous (flattened). This type of epithelium provides a protective function","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1eqdf","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"28gbb","text":"TAKEAWAY- Esophagus is lined with non-keratinized stratified squamous epithelium where the superficial cells are squamous (flattened)","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-05-26 19:59:17	2020-05-26 19:59:17
2180	424	Submucosa with mucus-secreting Brunner’s glands	{"blocks":[{"key":"6rkfp","text":"Submucosa with mucus-secreting Brunner’s glands - This is not the correct answer. It is true that submucosa depicts mucus-secreting glands (submucosal esophageal glands. Yet, Brunner’s glands are seen in the submucosa of the duodenum","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 19:59:17	2020-05-26 19:59:17
2181	425	LES pressure = intra-esophageal pressure	{"blocks":[{"key":"7dib9","text":"LES pressure = intra-esophageal pressure - This is not the correct answer. Because the LES is contracted","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:01:21	2020-05-26 20:01:21
2182	425	LES pressure > intra-esophageal pressure	{"blocks":[{"key":"ut5c","text":"LES pressure > intra-esophageal pressure - This is the correct answer. The LES is tightly contracted and does not relax in response to swallowing due to partial loss of neurons in the wall of the esophagus. This results in higher than normal pressure in the LES. In normal patients the LES pressure decreases during swallowing so that a bolus of food moves from esophagus, an area of higher pressure, through the LES, into an area of lower pressure of the the stomach","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"blq4s","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"echq","text":"TAKEAWAY: The LES is tightly contracted and does not relax in response to swallowing due to partial loss of neurons in the wall of the esophagus. This results in higher than normal pressure in the LES","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-05-26 20:01:21	2020-05-26 20:01:21
2183	425	LES pressure < intra-esophageal pressure	{"blocks":[{"key":"5bcr0","text":"LES pressure < intra-esophageal pressure - This is not the correct answer. Because LES pressure normally decreases below that of intra-esophageal pressure and is not expected in this case of achalasia","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2tibd","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:01:21	2020-05-26 20:01:21
2184	425	LES pressure = intrathoracic pressure	{"blocks":[{"key":"1uldu","text":"LES pressure = intrathoracic pressure - This is not the correct answer. because LES is below the diaphragm and therefore bears no relationship to intrathoracic pressure ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":168,"style":"color-rgb(24,32,38)"},{"offset":0,"length":168,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":168,"style":"fontsize-14"},{"offset":0,"length":168,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:01:21	2020-05-26 20:01:21
2185	426	Achalasia 	{"blocks":[{"key":"9karj","text":"Achalasia – This is correct answer. The patient’s signs and symptoms are suggestive of achalasia due to the imaging studies and history of present illness. The barium study would show the classic “bird beak” appearance due to failure of the lower esophageal sphincter to relax in response to swallowing","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"af917","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"97ak","text":"Takeaway: Achalasia is due to a depletion or absence of ganglion cells in the myenteric plexuses, which regulate contraction of the esophagus causing peristalsis","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-05-26 20:05:00	2020-05-26 20:05:00
2186	426	Esophageal Adenocarcinoma	{"blocks":[{"key":"bhgqd","text":"Esophageal Adenocarcinoma - This is not correct answer. The patient would present with similar symptoms except progressive dysphagia, weight loss and odynophagia. This malignancy predominantly arising in the distal one third of the esophagus and is secondary to Barrett’s Esophagus. Endoscopy and barium swallow would show constriction of the lower esophagus from tumor growth however the patient appears healthy not cachectic","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fcqb6","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:05:00	2020-05-26 20:05:00
2187	426	Esophageal eosinophils	{"blocks":[{"key":"4633o","text":"Esophageal eosinophils - This is not correct answer. Symptoms can mimic many esophageal disorders however the patient’s medical history is negative for atopic comorbidities such as asthma, allergic rhinitis, food-type allergies. Barium swallow test would be unremarkable","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":270,"style":"color-rgb(24,32,38)"},{"offset":0,"length":270,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":270,"style":"fontsize-14"},{"offset":0,"length":270,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"9vhcq","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"eneae","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 20:05:00	2020-05-26 20:05:00
2188	426	Gastroesophageal reflux disease (GERD)	{"blocks":[{"key":"9t21d","text":"Gastroesophageal reflux disease (GERD) - This is not correct answer. Although the signs and symptoms present the same, heartburn, regurgitation, dysphagia, and globus sensation in the chest.  The patient’s endoscopy results would show abnormalities of the distal esophagus resulting from an insult of gastric acid to the region. The barium swallow examination would be unremarkable","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":381,"style":"color-rgb(24,32,38)"},{"offset":0,"length":381,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":381,"style":"fontsize-14"},{"offset":0,"length":381,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"84k4c","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"1fp6h","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"3r2m3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"cecsh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 20:05:00	2020-05-26 20:05:00
2189	426	Mallory-Weiss syndrome	{"blocks":[{"key":"4bbch","text":"Mallory-Weiss syndrome - This is not correct answer. The patient would present with major hematemesis and epigastric pain or pain in the back. Endoscopy would reveal longitudinal mucosal lacerations in the distal esophagus at the gastroesophageal junction. The barium swallow examination would be unremarkable. Mallory-Weiss syndrome is caused by forceful retching seen in alcoholics and bulimics  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":396,"style":"color-rgb(24,32,38)"},{"offset":0,"length":396,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":396,"style":"fontsize-14"},{"offset":0,"length":396,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:05:00	2020-05-26 20:05:00
2190	427	Epigastric fossa	{"blocks":[{"key":"dgtql","text":"Epigastric fossa - This is not the correct answer. The epigastric fossa is located in the upper part of anterior abdominal wall","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:08:38	2020-05-26 20:08:38
2191	427	Lateral inguinal fossa	{"blocks":[{"key":"9c7fd","text":"Lateral inguinal fossa - This is the correct answer. The is an indirect inguinal hernia and the lateral inguinal fossa is located lateral to the lateral umbilical ligament. This is the site of location of the deep inguinal ring. The coil of intestine is emerging from the abdominal wall through this opening","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ba8ig","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4m15d","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"cu3ir","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5ohqv","text":"TAKEAWAY- The is an indirect inguinal hernia and the lateral inguinal fossa is located lateral to the lateral umbilical ligament where the intestine will poke through the deep inguinal ring leaving the abdominal wall","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/bQOJ4GG1gRsBWknqJisK.JPG","height":"auto","width":"auto"}}}}	1	2020-05-26 20:08:38	2020-05-26 20:08:38
2192	427	Medial inguinal fossa	{"blocks":[{"key":"5gso2","text":"Medial inguinal fossa - This is not the correct answer. The medial inguinal fossa is located between lateral and medial umbilical ligaments. This is the site of emergence of direct inguinal hernias","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3j8ol","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:08:38	2020-05-26 20:08:38
2193	427	Supravesical fossa	{"blocks":[{"key":"5ig0h","text":"Supravesical fossa - This is not the correct answer. The supravesical fossa is located between medial and median umbilical ligament. This is located above the urinary bladder ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":174,"style":"color-rgb(24,32,38)"},{"offset":0,"length":174,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":174,"style":"fontsize-14"},{"offset":0,"length":174,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:08:38	2020-05-26 20:08:38
2194	428	Hepatorenal pouch	{"blocks":[{"key":"10nrn","text":"Hepatorenal pouch - This is not the correct answer. Hepatorenal pouch of Morison is located between right aspect of the visceral surface of the liver and the right kidney. Fluid can drain through the epiploic foramen from the omental bursa into the hepatorenal recess","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:12:08	2020-05-26 20:12:08
2195	428	Omental bursa	{"blocks":[{"key":"vb8i","text":"Omental bursa - This is the correct answer. The omental bursa/ lesser sac is a sac like cavity that lies posterior to the stomach, lesser omentum and adjacent structures. The pancreas is posteriorly related to lesser sac on the posterior abdominal wall behind the stomach, between the duodenum and spleen","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"aklh8","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2p5ud","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"73n1e","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"abq7a","text":"TAKEAWAY- The omental bursa/ lesser sac is a sac like cavity that lies posterior to the stomach, lesser omentum and adjacent structures. The pancreas is posteriorly related to lesser sac on the posterior abdominal wall behind the stomach, between the duodenum and spleen","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/3vCJTw3Dbflhmbz9CwEJ.JPG","height":"auto","width":"auto"}}}}	1	2020-05-26 20:12:08	2020-05-26 20:12:08
2196	428	Paracolic gutter	{"blocks":[{"key":"8u9ej","text":"Paracolic gutter - This is not the correct answer. Paracolic gutters are grooves on the lateral aspects of ascending and descending colon. These gutters communicate supracolic and infracolic compartments","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"15kau","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:12:08	2020-05-26 20:12:08
2197	428	Rectovesical pouch	{"blocks":[{"key":"6u3kt","text":"Rectovesical pouch - This is not the correct answer. Rectovesical pouch is a peritoneal space seen in the pelvis between rectum and bladder in males","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":148,"style":"color-rgb(24,32,38)"},{"offset":0,"length":148,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":148,"style":"fontsize-14"},{"offset":0,"length":148,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"633qb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"9vvpm","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-05-26 20:12:08	2020-05-26 20:12:08
2198	428	Subphrenic space	{"blocks":[{"key":"ac09e","text":"Subphrenic space - This is not the correct answer. Subphrenic space is present between the diaphragm and the lobes of the liver  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":127,"style":"color-rgb(24,32,38)"},{"offset":0,"length":127,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":127,"style":"fontsize-14"},{"offset":0,"length":127,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:12:08	2020-05-26 20:12:08
2199	429	Common hepatic artery	{"blocks":[{"key":"emih2","text":"Common hepatic artery - This is not the correct answer. The common hepatic artery, a branch of celiac trunk, divides into the gastroduodenal artery and proper hepatic artery","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6u2vl","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-05-26 20:14:34	2020-05-26 20:14:34
